#file,size,FIFO,ARC,Cacheus,CAR,LHD,GDSF,TwoQ,S4LRU,Hyperbolic,LeCaR,WTinyLFU,Belady,Clock,LIRS,FIFOMerge,S3FIFO,QDLP,LRU,LFU,GLCache,Sieve,merlin
fiu_webresearch-030409-033109.oracleGeneral.zst_3274061,141000.0,0.6523,0.6393,0.5838,0.6393,0.4375,0.6438,0.6415,0.4152,0.6318,0.6469,0.3512,0.3195,0.6465,0.3324,0.5052,0.4764,0.4561,0.647,0.6393,0.4521,0.6393,0.3755
fiu_webmail.cs.fiu.edu-110108-113008.oracleGeneral.zst_7795815,1527000.0,0.0928,0.0768,0.0846,0.0755,0.0805,0.0779,0.0934,0.0735,0.0969,0.0794,0.0884,0.0632,0.0859,0.082,0.1191,0.0772,0.0746,0.082,0.1539,0.0914,0.1509,0.0773
fiu_ikki-110108-112108.oracleGeneral.zst_5256676,5000000.0,0.3467,0.3145,0.319,0.3145,0.3187,0.3121,0.3366,0.3189,0.3262,0.3192,0.3372,0.3027,0.3191,0.3316,0.326,0.3178,0.3145,0.319,0.3146,0.3208,0.3146,0.3152
fiu_webmail+online.cs.fiu.edu-110108-113008.oracleGeneral.zst_14294158,1716000.0,0.2666,0.2365,0.1016,0.2031,0.1316,0.1669,0.1821,0.1527,0.2025,0.2172,0.1094,0.0751,0.2063,0.0988,0.1787,0.1461,0.1448,0.2518,0.1681,0.1617,0.1681,0.1459
fiu_online.cs.fiu.edu-110108-113008.oracleGeneral.zst_5700499,615000.0,0.3449,0.3147,0.3176,0.2772,0.2309,0.2642,0.2364,0.2119,0.3062,0.2819,0.1553,0.1426,0.3136,0.1595,0.2987,0.2198,0.2201,0.3398,0.2576,0.3262,0.2576,0.1936
fiu_casa-110108-112108.oracleGeneral.zst_8973201,1256000.0,0.0695,0.0502,0.0508,0.0502,0.0538,0.05,0.0575,0.0523,0.0653,0.0513,0.0569,0.0422,0.0511,0.053,0.065,0.0544,0.0498,0.0519,0.0544,0.0595,0.0541,0.0509
fiu_webusers-030409-033109.oracleGeneral.zst_7726138,528000.0,0.2495,0.1361,0.1445,0.1324,0.0879,0.0799,0.1178,0.105,0.15,0.1393,0.0718,0.0534,0.1456,0.063,0.1294,0.0997,0.1018,0.1533,0.0943,0.0966,0.0943,0.0885
fiu_cheetah.cs.fiu.edu-110108-113008.oracleGeneral.zst_442393092,22000000000.0,0.0589,0.0478,0.0461,0.0474,0.0537,0.0475,0.0525,0.0467,0.0489,0.0502,0.108,0.0348,0.0492,0.047,0.0575,0.0471,0.0467,0.0503,0.0539,0.0547,0.0476,0.0464
fiu_madmax-110108-112108.oracleGeneral.zst_918010,260000.0,0.6433,0.6797,0.3925,0.6155,0.5178,0.4192,0.4093,0.4597,0.6696,0.4996,0.2335,0.194,0.6697,0.2347,0.434,0.3752,0.4005,0.6905,0.4131,0.426,0.4131,0.4059
fiu_homes-110108-112108.oracleGeneral.zst_17836701,14000000.0,0.2494,0.2214,0.223,0.2214,0.2208,0.2184,0.2399,0.2217,0.2359,0.2247,0.2261,0.2141,0.2263,0.2244,0.2313,0.2239,0.2214,0.2339,0.2215,0.2226,0.2215,0.223
