#file,size,FIFO,ARC,Cacheus,CAR,LHD,GDSF,TwoQ,S4LRU,Hyperbolic,LeCaR,WTinyLFU,Belady,Clock,LIRS,FIFOMerge,S3FIFO,QDLP,LRU,LFU,GLCache,Sieve,merlin
msr_proj_2.oracleGeneral.zst_29266482,6472096.0,0.6855,0.6615,0.6613,0.6577,0.6856,0.6552,0.6833,0.6798,0.6574,0.6674,0.6967,0.5529,0.6562,0.6593,0.6853,0.6759,0.674,0.6716,0.6562,0.6682,0.6562,0.6486
msr_proj_1.oracleGeneral.zst_23639742,6180800.0,0.6871,0.6639,0.6671,0.6639,0.6692,0.6639,0.6813,0.6664,0.6641,0.6667,0.6846,0.6536,0.6641,0.6802,0.6707,0.6671,0.6639,0.6675,0.6639,0.6853,0.6639,0.6655
msr_prxy_0.oracleGeneral.zst_12518968,62272.0,0.0213,0.0167,0.017,0.0173,0.0154,0.0165,0.0171,0.0168,0.0173,0.0166,0.0159,0.0124,0.0172,0.0176,0.019,0.0162,0.0166,0.0163,0.0265,0.0182,0.017,0.0164
msr_prxy_1.oracleGeneral.zst_168638964,156090.0,0.0028,0.0024,0.0025,0.0024,0.0024,0.0024,0.0026,0.0024,0.0024,0.0024,0.0024,0.0023,0.0024,0.0024,0.0026,0.0024,0.0024,0.0024,0.0024,0.0025,0.0024,0.0024
msr_prn_0.oracleGeneral.zst_5585886,284554.0,0.1556,0.1338,0.1363,0.1357,0.1375,0.1365,0.1459,0.1349,0.1527,0.1343,0.15,0.1274,0.1411,0.1361,0.1533,0.1362,0.135,0.136,0.1856,0.1506,0.135,0.1373
msr_usr_1.oracleGeneral.zst_45283980,5586422.0,0.3475,0.3262,0.3357,0.3263,0.3342,0.3269,0.3374,0.3288,0.3324,0.3302,0.3308,0.3084,0.3271,0.3287,0.336,0.33,0.3261,0.3396,0.3263,0.3266,0.3263,0.33
msr_prn_1.oracleGeneral.zst_11233411,869430.0,0.2488,0.205,0.2072,0.205,0.2193,0.2106,0.2433,0.2052,0.2304,0.2136,0.1987,0.1935,0.2405,0.1986,0.2526,0.2091,0.2049,0.245,0.2049,0.2423,0.2049,0.2035
msr_proj_0.oracleGeneral.zst_4224524,114491.0,0.1044,0.0909,0.0888,0.0933,0.0943,0.0915,0.1017,0.0882,0.0972,0.0909,0.0998,0.0678,0.0942,0.0923,0.1059,0.0843,0.0914,0.0936,0.1577,0.1003,0.088,0.0891
msr_src1_1.oracleGeneral.zst_45746222,2468236.0,0.7648,0.6,0.7391,0.6001,0.5253,0.7364,0.76,0.5499,0.7341,0.6229,0.5316,0.4386,0.763,0.4993,0.6335,0.7104,0.5929,0.7643,0.6024,0.5831,0.6024,0.6484
msr_hm_0.oracleGeneral.zst_3993316,175674.0,0.1934,0.1749,0.1757,0.1747,0.1797,0.1746,0.185,0.1722,0.1821,0.1788,0.1733,0.1185,0.1798,0.1768,0.1864,0.1755,0.1751,0.1793,0.1765,0.1876,0.1765,0.1721
msr_src1_0.oracleGeneral.zst_37415613,2263736.0,0.5916,0.4058,0.4737,0.4861,0.3868,0.4778,0.4096,0.3628,0.5613,0.444,0.2275,0.1962,0.6464,0.2386,0.4358,0.3487,0.3916,0.5091,0.4643,0.4395,0.4643,0.3917
msr_web_2.oracleGeneral.zst_5175368,528508.0,0.9217,0.8955,0.5339,0.8955,0.6674,0.9272,0.7207,0.6051,0.858,0.9227,0.5504,0.4754,0.9273,0.6335,0.7071,0.6487,0.6809,0.9215,0.9134,0.7341,0.9134,0.7014
msr_proj_4.oracleGeneral.zst_6465639,1201010.0,0.582,0.472,0.4662,0.472,0.4942,0.4753,0.5346,0.4742,0.4988,0.4844,0.4652,0.4644,0.4868,0.4648,0.536,0.5057,0.472,0.4908,0.4721,0.5375,0.4721,0.4699
msr_usr_2.oracleGeneral.zst_10570046,2949902.0,0.7342,0.7067,0.7058,0.7067,0.7298,0.7057,0.724,0.711,0.7122,0.714,0.72,0.6977,0.7058,0.7171,0.721,0.7193,0.7063,0.7234,0.7067,0.7187,0.7067,0.7092
